seed	result	game_min	js_errors	failed_ai	harness
2	win	29.3	0	0	1
41	win	44.3	0	0	1
52	timeout	45.0	0	0	1
66	win	33.4	0	0	1
70	timeout	45.0	0	0	1
76	win	44.8	0	0	1
140	timeout	45.0	0	0	1
152	win	34.0	0	0	1
162	win	35.5	0	0	1
170	timeout	45.0	0	0	1
172	win	33.6	0	0	1
215	timeout	45.0	0	0	1
230	win	37.0	0	0	1
263	timeout	45.0	0	0	1
267	win	44.4	0	0	1
285	win	33.8	0	0	1
316	win	36.2	0	0	1
320	timeout	45.0	0	0	1
356	win	36.6	0	0	1
373	win	44.5	0	0	1
